Track name,Artist name,Album,Playlist name,Type
MYL TRIO (MIA ZABELKA - YOKO MIURA, LAWRENCE CASSERLEY), Infinite Realities,,,My Playlist,playlist
EVE RISSER – RED DESERT ORCHESTRA EXPERIENCE - Desert rouge,,,My Playlist,playlist
EVE RISSER – RED DESERT ORCHESTRA EXPERIENCE - Soyayya,,,My Playlist,playlist
SHITNEY - Act II: Lemon Yellow Sintered Micro Crystals,,,My Playlist,playlist
SIGNE EMMELUTH - GUOSTE TAMULINAYTE, Banshee 4.3,,,My Playlist,playlist
MASS OF MARY - Finale,,,My Playlist,playlist
MARIA FAUST JAZZ CATASTROPHE: 3RD MUTATION - Undine's Purse,,,My Playlist,playlist
ΤΈΤΟΣ ΔΗΜΗΤΡΙΆΔΗΣ / TETOS DEMETRIADES - Μισιρλού / Misirlou – 10" RCA Victor,,,My Playlist,playlist
DUB SPENCER & TRANCE HILL - Dead Souls,,,My Playlist,playlist
UMAR BIN HASSAN - Malcom,,,My Playlist,playlist
YUSEF A. LATEEF - High Life,,,My Playlist,playlist
ANDREA BELFI - Footprints,,,My Playlist,playlist
REVOLUTION RECORDS (teMraz / Ahmed Rock / C-Zar / Rooney Hoodstar / Shehab) - Eza El Shams Gher2et – RevRecordz,,,My Playlist,playlist
MIKE COOPER - Maria's Blues,,,My Playlist,playlist
VIVIAN JONES - Cyann Come A Roots – 7" Real Rock Records,,,My Playlist,playlist
ACRE - Dialettica della deriva,,,My Playlist,playlist
SHELTER & ORION WITH TURNER WILLIAMS JR - Sacsayhuaman,,,My Playlist,playlist
SHELTER & ORION WITH TURNER WILLIAMS JR - Krakatoa,,,My Playlist,playlist
VIVIAN JONES / REAL ROCK RHYTHM SECTION - Hornsman Style – 7" Real Rock Records,,,My Playlist,playlist
Il libro: "Musica Concreta" (Milieu Edizioni) - intervista al curatore Stefano Ghittoni,,,My Playlist,playlist
LE PETIT - Sukia,,,My Playlist,playlist
MAURIZIO MARSICO - Cinque,,,My Playlist,playlist
CHARLES MINGUS - Koko-Cherokee,,,My Playlist,playlist
KENNY DORHAM - Memories Of You / My One And Only Love,,,My Playlist,playlist
FREDDIE HUBBARD - True Colors, Breaking Point,,,My Playlist,playlist
THOLLEM MCDONAS - Worlds In A Life,,,My Playlist,playlist
GENERA - Impro #1,,,My Playlist,playlist
GENERA - Impro #2,,,My Playlist,playlist
GENERA - Impro #3,,,My Playlist,playlist
DEAN ROBERTS - My Diviner,,,My Playlist,playlist
EMAHOY TSEGUÉ-MARIAM GUÈBRU - Song Of The Sea,,,My Playlist,playlist
ROBERT FRIPP - God Save The Queen,,,My Playlist,playlist
DR. JOHN - THE NIGHT TRIPPER, Gris-Gris Gumbo Ya Ya,,,My Playlist,playlist
FABIANO DO NASCIMENTO - Ilza na Feijoada,,,My Playlist,playlist
DETONAZIONE - Assenza di pensiero,,,My Playlist,playlist
SKINCHANGER - Coven Crisis,,,My Playlist,playlist
GIBRANA CERVANTES - Vórtex submarino,,,My Playlist,playlist
MARIA MERLINO / THOLLEM MCDONAS - The Future Has Just Passed,,,My Playlist,playlist
MARIA MERLINO / THOLLEM MCDONAS - People Experience,,,My Playlist,playlist
VIRUS2020 - ft Ztella ft Ismael - Tassili,,,My Playlist,playlist
VIRUS2020 - Insomnia,,,My Playlist,playlist
TOSCANA ISOLAZIONISTA - estratto live,,,My Playlist,playlist
PUNK XEROX - Coriandoli,,,My Playlist,playlist
TOTALE! - Self Exorcitation Ritual Song,,,My Playlist,playlist
LINO CAPRA VACCINA - Spirituale,,,My Playlist,playlist
LINO CAPRA VACCINA - Mistica,,,My Playlist,playlist
LINO CAPRA VACCINA - Infinito,,,My Playlist,playlist
TANZ DER YOUTH - I'm Sorry, I'm Sorry – 7" Radar Records,,,My Playlist,playlist
THE DRIPPING LIPS - Once Upon A Time – 7" Alive Records,,,My Playlist,playlist
THE VIBRATORS - Every Dog,,,My Playlist,playlist
BRIAN JONES - Becoming A Nuisance (With Cheetah Chrome),,,My Playlist,playlist
FUR - Avant,,,My Playlist,playlist
LUCIA FUMER0 - L'oiseau,,,My Playlist,playlist
FRANCO D'ANDREA - Gary's Waltz,,,My Playlist,playlist
SÃO PAULO UNDERGROUND - The Love I Feel For You Is More Real Than Ever,,,My Playlist,playlist
FLORENCE ADOONI - A.E. O.I.U.,,,My Playlist,playlist
GOYA GUMBANI - Body,Mind,Spirit,,,My Playlist,playlist
CINDY LEE - Dracula,,,My Playlist,playlist
STEPHEN DAVIS UNIT - When We Were Gods,,,My Playlist,playlist
WHISPERING WORLDS - Cosmic Cliffs,,,My Playlist,playlist
WHISPERING WORLDS - Light Echoes,,,My Playlist,playlist
GABRIELE GASPAROTTI & BENEDETTA DAZZI - Scorrevole,,,My Playlist,playlist
GABRIELE GASPAROTTI & BENEDETTA DAZZI - Pie Jesu,,,My Playlist,playlist
GABRIELE GASPAROTTI & BENEDETTA DAZZI - L'Arcadia della mia giovinezza,,,My Playlist,playlist
GIULIO STERMIERI - Quando la città brucia,,,My Playlist,playlist
GIULIO STERMIERI - Spettri metrici (per A.R.),,,My Playlist,playlist
GIULIO STERMIERI - Solastalgia,,,My Playlist,playlist
GIULIO STERMIERI - If We Can't Dance,,,My Playlist,playlist
GIULIO STERMIERI - Strani anelli,,,My Playlist,playlist
GIULIO STERMIERI - More Ghosts Of Our Failures (per R.S.),,,My Playlist,playlist
GIULIO STERMIERI - In Front Of Snipers,,,My Playlist,playlist
MAI MAI MAI - Πέτρα (Petra),,,My Playlist,playlist
SHALL REMAIN NAMELESS - For The Forgotten,,,My Playlist,playlist
VERCKYS - Reste Avec Moi,,,My Playlist,playlist
LE TOUT-PUISSANT O.K. JAZZ - Mambu Ma Miondo,,,My Playlist,playlist
GUELEWAR - Yaye Boul Ma Bayi,,,My Playlist,playlist
MASEKELA INTRODUCING HEDZOLEH SOUNDZ - Adade,,,My Playlist,playlist
PROFESSEUR BYLLEDEY - N'Gbé Kinhô,,,My Playlist,playlist
SUPER BITON DE SEGOU - Bara Musso,,,My Playlist,playlist
MAI MAI MAI FEAT. OSAMA ABU ALI - Jinn Of The Bethlehem Souk,,,My Playlist,playlist
GNOD & WHITE HILLS - Round-A-Round,,,My Playlist,playlist
LONNIE HOLLIE - We Was Kings In The Jungle, Slaves In The Field,,,My Playlist,playlist
MOHAMMAD MOSTAFA HEYDARIAN - Nishtemân,,,My Playlist,playlist
SKIANTOS - Non puoi troncarmi un Rock,,,My Playlist,playlist
MAURIZIO ABATE & LUCA VENITUCCI - Taking the First Step (At Dawn),,,My Playlist,playlist
CLAUDO COJANIZ - ALESSANDRO TURCHET, Big Sur,,,My Playlist,playlist
ONILU - Grasta Maol,,,My Playlist,playlist
ONILU - A Meta Onilu,,,My Playlist,playlist
MAURIZIO ABATE & LUCA VENITUCCI - Compass/Antennas/Holiness,,,My Playlist,playlist
OTPMD - Ils disent,,,My Playlist,playlist
MICHAEL GREGORY JACKSON - Heart & Center,,,My Playlist,playlist
LONNIE HOLLIE - That's Not Art, That's Not Music,,,My Playlist,playlist
LOS PANTEROS - Zalimou el 7osni,,,My Playlist,playlist
NAHAWA DOUMBIA - Mal Ni Wula,,,My Playlist,playlist
THE OUTSKIRTS - The Love You Lost On Me,,,My Playlist,playlist
ROB MAZUREK EXPLODING STAR ORCHESTRA - Psycho-Chambers (Prisms #1 > #5),,,My Playlist,playlist
NOVOSIBIRSK SYMPHONY ORCHESTRA - Montagues And Capulets,,,My Playlist,playlist
LAURIE ANDERSON - Set and Reset,,,My Playlist,playlist
THIERRY DE MEY - PETER VERMEERSCH, Movement II,,,My Playlist,playlist
FLESHQUARTET - Innocent,,,My Playlist,playlist
ARNALDO ANTUNES - Momento I,,,My Playlist,playlist
THE TRACTOR'S REVENGE - OHAD NAHARIN, Echad Mi Yodeha,,,My Playlist,playlist
WOVEN HAND - ULTIMA VEZ, Cripplegate (Standing On a Glass),,,My Playlist,playlist
KHALAB & M'BERRA ENSEMBLE - We Are M'berra / Dancing In A Desert Moon,,,My Playlist,playlist
FRENTE CUMBIERO MEETS MAD PROFESSOR - ChucuSteady Dub,,,My Playlist,playlist
LEE PERRY & THE UPSETTER - Dub Revolution Part 1,,,My Playlist,playlist
ANNE PIGALLE - Letter To An Imaginary Lover,,,My Playlist,playlist
PEOPLE LIKE US & ERGO PHIZMIZ - Gary's Anatomy,,,My Playlist,playlist
YAO BOBBY & SIMON GRAB - Kpalongo,,,My Playlist,playlist
PARK JIHA - Ethernal Path,,,My Playlist,playlist
ASTRAL SYNDICATE - Sacred Ground,,,My Playlist,playlist
J. ROBINSON WITH L. STEVENSON - MC Hammer,,,My Playlist,playlist
M. PALMER - Grace Will Lead Me On,,,My Playlist,playlist
ERICK KLINGA - Luminious Rays,,,My Playlist,playlist
RICK KLINGA - Rarefaction,,,My Playlist,playlist
FLEUR DE FEU - How Shall I Begin My Song?,,,My Playlist,playlist
ALESSANDRO ADELIO ROSSI - Bosco,,,My Playlist,playlist
ALESSANDRO ADELIO ROSSI - Legni con cavità tiglio naturali, "Abbecedario naturale - Original soundtrack " – Autoproduzione,,,My Playlist,playlist
D. JUSTICE - Take Me To The King,,,My Playlist,playlist
J. HEMPHILL - Living Testimony,,,My Playlist,playlist
J. HEMPHILL - Open The Floodgates Of Heaven,,,My Playlist,playlist
C.A.E.- CREATIVE ART EXPERIMENT - Four Fairy Tales Pt. 4,,,My Playlist,playlist
OTOMO YOSHIHIDE NEW JAZZ QUINTET - Reducing Agent,,,My Playlist,playlist
OTOMO YOSHIHIDE NEW JAZZ QUINTET - Straight Up and Down,,,My Playlist,playlist
OTOMO YOSHIHIDE NEW JAZZ QUINTET - Clear Skies On Wednesday, November 18, 2022,,,My Playlist,playlist
OTOMO YOSHIHIDE NEW JAZZ QUINTET - Hat & Beard,,,My Playlist,playlist
OTOMO YOSHIHIDE NEW JAZZ QUINTET - Lonely Woman,,,My Playlist,playlist
OTOMO YOSHIHIDE NEW JAZZ QUINTET - Song for NMA,,,My Playlist,playlist
FIORELLA MANNOIA - Quello che un uomo sostiene le donne non dicano (Valentina Magaletti mix),,,My Playlist,playlist
CATHERINE JAUNIAUX & IKUE MORI - Betty Boop,,,My Playlist,playlist
CAROLEE SCHNEEMANN - Mother Lexicon,,,My Playlist,playlist
DANIEL CARTER - AYUMI ISHITO, Rhymes Times,,,My Playlist,playlist
DANIEL CARTER - AYUMI ISHITO, Grave Fortune,,,My Playlist,playlist
STEPHEN DAVIS UNIT - When We Were Gods,,,My Playlist,playlist
GODSPEED YOU! BLACK EMPEROR - Grey Rubble - Green Shoot da "No Title Aa Of 13 February 2024 28,340 Dead" - Constellation Records,,,My Playlist,playlist
CTM FESTIVAL 2025 - 26° edizione, Berlino, 24 gennaio - 2 febbraio 2025,,,My Playlist,playlist
JAISALMER DESERT FESTIVAL - Rajasthan, India, 10 - 12 febbraio 2025,,,My Playlist,playlist
LUCY RAILTON - 5 S-Bahn Part 1,,,My Playlist,playlist
TAKKAK TAKKAK - Dedemint,,,My Playlist,playlist
Rebecca Salvadori - speech,,,My Playlist,playlist
BHUNGAR KHAN SYMPHONY - Khama Ghani Song - Autoproduzione,,,My Playlist,playlist
STEPHEN DAVIS UNIT - Deer Antler Spry,,,My Playlist,playlist
30 DOOR KEY - Boscawen-ûn,,,My Playlist,playlist
ISAIAH COLLIER / WILLIAM HOOKER / WILLIAM PARKER - 2023-05-12 Set II,,,My Playlist,playlist
MARCO COLONNA / CHRISTIAN MUELA - Vitiurrrk Walk,,,My Playlist,playlist
THE STAR PILLOW - Bodies Tumbled Into Bodies,,,My Playlist,playlist
BARBARELLE - Exótica,,,My Playlist,playlist
CUCINA POVERA - Likaa liimaa,,,My Playlist,playlist
CUCINA POVERA - Tunnustus,,,My Playlist,playlist
CUCINA POVERA - Mesikämmenen veisu,,,My Playlist,playlist
MONOPOLY CHILD STAR SEARCHERS - Reverse Jumping Forms,,,My Playlist,playlist
MONOPOLY CHILD STAR SEARCHERS - Flying Dreams,,,My Playlist,playlist
MONOPOLY CHILD STAR SEARCHERS - From the Caves and Jungles of Apulia,,,My Playlist,playlist
DOLPHINS INTO THE FUTURE - In Hirokazu-san's Office …,,,My Playlist,playlist
DOLPHINS INTO THE FUTURE - Music from the Guardhouse (pt 4),,,My Playlist,playlist
ABDEL HALIM HAFEZ - Esbaqni Ya Albi,,,My Playlist,playlist
OUM KALTHOUM - Leh Telawaaini,,,My Playlist,playlist
SADAT/FIGO/HYSA - El Sokout – 7" 100Copies Music,,,My Playlist,playlist
REVOLUTION RECORDS (teMraz / Ahmed Rock / C-Zar / Rooney Hoodstar / Shehab) - Eza El Shams Gher2et – RevRecordz,,,My Playlist,playlist
MAYRA ANDRADE - Tchápu da Bandera (Live),,,My Playlist,playlist
DON KARATE - I Dance To The Silence,,,My Playlist,playlist
JAKO MARON - Zésprimaron,,,My Playlist,playlist
VIRUS2020 - Don't be a Maniac,,,My Playlist,playlist
SEWARD - Devoted To Moving Forward,,,My Playlist,playlist
SEWARD - Related Somehow,,,My Playlist,playlist
MATTEO BORTONE NO LAND'S - Pantheisme,,,My Playlist,playlist
DIANE BARBÉ - Les enlisées,,,My Playlist,playlist
LAMINA - Éclipse,,,My Playlist,playlist
PANCA BUANA REAK GROUP - Overture,,,My Playlist,playlist
VIRUS2020 - Insomnia,,,My Playlist,playlist
PUTAN CLUB - Meyduse,,,My Playlist,playlist
IL FATTORE UMANO: Ultima Fermata (The Last Ride) di Angelo Loy - Martino Mazzonis e Luigi Montebello, con la partecipazione di Tom Waits, Rai 3, martedì 25 febbraio 2025,,,My Playlist,playlist
DEREK BAILEY / JAMIE MUIR - Carminative,,,My Playlist,playlist
MICHAEL GILES / JAMIE MUIR / DAVID CUNNINGHAM - Spillers Village,,,My Playlist,playlist
PARUS - Ivanskaja Nocka,,,My Playlist,playlist
PARUS - Salavia,,,My Playlist,playlist
PARUS - Poidu z v les,,,My Playlist,playlist
PARUS - Sulle tracce del siniscalco,,,My Playlist,playlist
PARUS - Cuori rossi,,,My Playlist,playlist
MICHIKO OGAWA - impro #1,,,My Playlist,playlist
ESTEBANICOMENA - Invitación,,,My Playlist,playlist
OKSANA LINDE - Casino Playa Caribe,,,My Playlist,playlist
SONIC YOUTH - I Wanna Be Your Dog,,,My Playlist,playlist
HOLIDAY INN - Mushroom,,,My Playlist,playlist
SUN CITY GIRLS - Blue Mamba,,,My Playlist,playlist
MVB - Soon (The Andrew Weatherall Mix),,,My Playlist,playlist
JAMES BRANDON LEWIS TRIO - Prince Eugene,,,My Playlist,playlist
AREA SISMICA - Ravaldino in Monte (FC), febbraio – marzo 2025,,,My Playlist,playlist
THE OUTSKIRTS - The Love You Lost On Me (excerpt),,,My Playlist,playlist
JOONA TOIVANEN TRIO - Stating Model,,,My Playlist,playlist
DAVID LORD - Myristoma,,,My Playlist,playlist
BRÛLEZ LES MEUBLES - Vagues/Spider song,,,My Playlist,playlist
JAMES BRANDON LEWIS TRIO - Five Spots to Caravan,,,My Playlist,playlist
RENATO GRIECO & CANEDICODA - Torcivolto,,,My Playlist,playlist
LE GRAND K - trip9love--->per6volti%,,,My Playlist,playlist
PHILAMELIAN | ELIF YALVAÇ - Apátheia,,,My Playlist,playlist
ACRE - Altrove,,,My Playlist,playlist
ACRE - Dialettica della deriva,,,My Playlist,playlist
PÖ - F*ck Jungle,,,My Playlist,playlist
MONA MATBOU RIAHI - Nebulift,,,My Playlist,playlist
HEITOR VILLA-LOBOS - Rodante (Simples Coletânea - Peça N. 3),,,My Playlist,playlist
HEITOR VILLA-LOBOS - Danças Africanas; Kankukus,,,My Playlist,playlist
HEITOR VILLA-LOBOS - Danças Africanas; Kankikis,,,My Playlist,playlist
CLARICE ASSAD - KRYSTIN O'MARA, Macunaíma Pt. II,,,My Playlist,playlist
ELZA SOARES - LARAAJI, Coração Do Mar - Laraaji Remix,,,My Playlist,playlist
SECOS & MOLHADOS - O Hierofante, fa "Secos & Molhados" - Continental,,,My Playlist,playlist
EMICIDA - RAEL, Obrigado, Darcy! (O Brasil que vai além),,,My Playlist,playlist
AMINA & AMIRI BARAKA - Being Colored / Chazz,,,My Playlist,playlist
HAMID DRAKE & BINDU - Take Us Home,,,My Playlist,playlist
DAVE SOLDIER & SOLDIER STRING QUARTET - Another Man Done Gone,,,My Playlist,playlist
WILLIAM S. BURROGHS & DISPOSABLE HEROES OF HIPHOPRISY - Spare Ass Annie,,,My Playlist,playlist
LAIBACH - Opus Dei ЯƎ,,,My Playlist,playlist
ANA GONZALEZ GAMBOA & THOMAS PIZZINI - A Lover To Come,,,My Playlist,playlist
JOHN SURMAN - Beyond The Hill,,,My Playlist,playlist
ANTHONY JOSEPH - An Afrofuturist Poem,,,My Playlist,playlist
LA BOA MEETS TONY ALLEN - Tarifa Plena (feat N.Hardem),,,My Playlist,playlist
LAIBACH - Transnational ЯƎ,,,My Playlist,playlist
THORN WYCH - Anaro Knows,,,My Playlist,playlist
THORN WYCH - The Blue Rose Of Forgetfulness,,,My Playlist,playlist
CAROLINE ROSE - Strange Things,,,My Playlist,playlist
CAROLINE ROSE - To Be Lonely,,,My Playlist,playlist
KARIMA WALKER - Across The Great Divide,,,My Playlist,playlist
JOLIE HOLLAND - Bella Ciao,,,My Playlist,playlist
JOHN SURMAN - Mayflower,,,My Playlist,playlist
ONGON - Arca Tropicale ONGON, Danza Diwan ONGON, Lena ONGON, Voodoo Groove ONGON, Gnawon ONGON, Fela ONGON, Erbe come cuscino ONGON, Hope ALI DOĞAN GÖNÜLTAŞ, Em Kolîme,,,My Playlist,playlist
ALI DOĞAN GÖNÜLTAŞ - Klama Memo,,,My Playlist,playlist
ALI DOĞAN GÖNÜLTAŞ - Desmal,,,My Playlist,playlist
THE FOCUS GROUP - The Elektrik Karousel,,,My Playlist,playlist
RETEP FOLO - Galactic Swin,,,My Playlist,playlist
NEW AIR FEATURING CASSANDRA WILSON - Apricots On Their Wings,,,My Playlist,playlist
DJ SPOOKY THAT SUBLIMINAL KID - Not In Our Name Remix (featuring Saul Williams),,,My Playlist,playlist
DJ/RUPTURE & ANDY MOOR - Hot Pink Orleans,,,My Playlist,playlist
PHIL MINTON / VERYAN WESTON - Maggie And Milly And Molly And Mae,,,My Playlist,playlist
SEWARD - All Your Labors,,,My Playlist,playlist
ADRIANO ZANNI - Voleva tutto,,,My Playlist,playlist
ADRIANO ZANNI - Mi fanno male i capelli,,,My Playlist,playlist
ADRIANO ZANNI - Il fumo giallo,,,My Playlist,playlist
ZACCHAE'US PAUL Alright - da "Jazz Money (Instrumentals)" – Candid Records,,,My Playlist,playlist
THORN WYCH - Out Of The Eater Came Something To Eat,,,My Playlist,playlist
DROMEDARIES x ALEXOTERIC - Hermes Majesty 3.0 Firmware Safe Injection Site (Or How I Learned To Love The Demiurge),,,My Playlist,playlist
AGGRAPPATI AL MINIMO VITALE - Storia di musica e racconti di Resistenza, Teatro Splendor, Aosta, 15 febbraio 2025,,,My Playlist,playlist
A BAD DAY - Not In The Light, Not In The Darkness,,,My Playlist,playlist
A BAD DAY - Waves Become Clouds,,,My Playlist,playlist
SEWARD - Memories Of A Hundred People,,,My Playlist,playlist
ASAKAIRA - Asakaira,,,My Playlist,playlist
HEARTS & MINDS - Particle Field,,,My Playlist,playlist
THORN WYCH - Ramble In The Brambles,,,My Playlist,playlist
LUCA TREVISANI - Giungla da schermo,,,My Playlist,playlist
UNFALL - Due Nugoli,,,My Playlist,playlist
UNFALL - Scicli,,,My Playlist,playlist
UNFALL - Clusterfuck,,,My Playlist,playlist
UNFALL - Parto,,,My Playlist,playlist
UNFALL - Dominique,,,My Playlist,playlist
UNFALL - Die große Ekstase des Bildschnitzers Steiner,,,My Playlist,playlist
UNFALL - Vampires,,,My Playlist,playlist
UNFALL - Bird's Lament,,,My Playlist,playlist
KRIS DAVIS TRIO - Heavy Footed,,,My Playlist,playlist
KRIS DAVIS TRIO - Brainfeel,,,My Playlist,playlist
KRIS DAVIS TRIO - Albert Collins,,,My Playlist,playlist
KRIS DAVIS TRIO - Dolores,,,My Playlist,playlist
ANDREA MARTIGNONI - Definizione,,,My Playlist,playlist
ALE HOP & TITI BAKORTA - Bonne Année,,,My Playlist,playlist
THE MASTERS MUSICIANS OF JAJOUKA FEAT. BACHIR ATTAR - Alalilla 'About The Night,,,My Playlist,playlist
UNKNOWN ARTIST - Brao Lave Gongs,,,My Playlist,playlist
GEORGE CRUMB / CHARLES JONES WITH PAUL ZUKOFSKY - Black Angels, Part 1 Departure: I Threnody Night Of The Electric Insects,,,My Playlist,playlist
GEORGE CRUMB / CHARLES JONES WITH PAUL ZUKOFSKY - Black Angels, Part 1 Departure: II Sounds of Bones And Flutes,,,My Playlist,playlist
GEORGE CRUMB / CHARLES JONES WITH PAUL ZUKOFSKY - Black Angels, Part 1 Departure: III Lost Bells,,,My Playlist,playlist
GEORGE CRUMB / CHARLES JONES WITH PAUL ZUKOFSKY - Black Angels, Part 1 Departure: IV Devil-Music,,,My Playlist,playlist
GEORGE CRUMB / CHARLES JONES WITH PAUL ZUKOFSKY - Black Angels, Part 1 Departure: V Danse Macabre,,,My Playlist,playlist
RAJA KIRIK - Raja Edan,,,My Playlist,playlist
VALERIA CAPUTO - Vieni,,,My Playlist,playlist
ANDREA MARTIGNONI - Happiness - Original Soundtrack per il cortometraggio d'animazione di Andrey Zhidkov,,,My Playlist,playlist
DAMON LOCKS - Holding The Dawns in Place - International Anthem,,,My Playlist,playlist
SABA ALIZADEH - Women Of The Fire,,,My Playlist,playlist
JENNY SORRENTI & TULLIO ANGELINI - Pneumatos,,,My Playlist,playlist
JENNY SORRENTI & TULLIO ANGELINI - Psyché,,,My Playlist,playlist
VOLAPUK - Pas de Panique,,,My Playlist,playlist
DJ ZNOBIA - Mondandenguem,,,My Playlist,playlist
DJ ZNOBIA - Kuduro Ou Hundergound,,,My Playlist,playlist
LIGHTBULBS IN THE TREES - The Voices,,,My Playlist,playlist
ANDREW TUTTLE - Meg Lanning's Cut Shot,,,My Playlist,playlist
BHAJAN BHOY - Palidena,,,My Playlist,playlist
DIMITRI GRECHI ESPINOZA - La llaha lllallah,,,My Playlist,playlist
MARCUS I MEETS ADUBTA - Perfect Collie,,,My Playlist,playlist
FUTURESLOWDUBDISCO - Superpaesaggio 1 L'oggetto Rmx,,,My Playlist,playlist
FUTURESLOWDUBDISCO - Superpaesaggio 2,,,My Playlist,playlist
ITALGHANA & JANE WARRIAH - Don't Cooperate,,,My Playlist,playlist
CULTURE DUB ALL STARS / DREADSQUAD / BETHSABÉE / EL FATA / GURU POPE - Time To Rise Up – 7" Culture Dub Records,,,My Playlist,playlist
MICHAEL EXODUS MEETS LIBERTY STEP - Babylon Must Fall,,,My Playlist,playlist
MICHAEL EXODUS MEETS LIBERTY STEP - Striding Dub #2 (Michael Exodus),,,My Playlist,playlist
CLIFTON GIBBS & THE SOUL DEFENDERS - Serious Time – 7" Hornin' Sounds,,,My Playlist,playlist
BADBADNOTGOOD - Playground,,,My Playlist,playlist
VOLAPUK - Where is Tamashii?,,,My Playlist,playlist
VOLAPUK - Boom Boom,,,My Playlist,playlist
UNIONEN - Stahlbald,,,My Playlist,playlist
ROBERT LOGAN Anamnesis - da "Brutalist" - Slowfoot Records,,,My Playlist,playlist
MUSICHE NUOVE A PIACENZA 2025 - Auditorium Santa Margherita, Piacenza, 28 gennaio – 15 marzo 2025,,,My Playlist,playlist
ETERNAL TRIANGLE - Gravity,,,My Playlist,playlist
ETERNAL TRIANGLE - Timbala,,,My Playlist,playlist
DIAPHANE - Munich,,,My Playlist,playlist
IAN SLAVIN - Dawn Nine,,,My Playlist,playlist
IAN SLAVIN Dawn Three - da "New Dawns" – Nocturnal Rainbow Recordings,,,My Playlist,playlist
LIA BOSCH Infinity - da "Polar Code" – Glacial Movement Records,,,My Playlist,playlist
AKIRA SAKATA / GIOVANNI DI DOMENICO - Going To Sleep,,,My Playlist,playlist
CENTRO D'ARTE DELL'UNIVERSITÀ DI PADOVA - Padova, 31 gennaio-17 maggio 2025,,,My Playlist,playlist
KAFKA'S IBIKI - Side 1,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Imago,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Ouroboros,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Codexiii(O),,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Ascensio,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Aurea Parte Uno,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Aurea Parte Due,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Spiralis,,,My Playlist,playlist
TORCHE ! - Ronde à retard, "Huit notions de détente" – Tour de Bras,,,My Playlist,playlist
OTOMO YOSHIHIDE'S NEW JAZZ QUINTET - Strawberry Fields Forever,,,My Playlist,playlist
ANNETTE PEACOCK - Real & Defined Androgens,,,My Playlist,playlist
PHEW - Signal,,,My Playlist,playlist
KLAXON GUEULE - Sifflant cette mélodie encore revenue,,,My Playlist,playlist
MAREK POSPIESZALSKI OCTET & ZOH AMBA - Anthropocene,,,My Playlist,playlist
WAAJU FEATURING MAJID BEKKAS - Barma Soussandi,,,My Playlist,playlist
WAAJU FEATURING MAJID BEKKAS - Lando,,,My Playlist,playlist
MICHAEL MANTLER'S NEW SONGS ENSEMBLE - Piacenza/Siena/Roma, 23/24/25 gennaio 2025,,,My Playlist,playlist
DIORAMA - Roma, 25 gennaio e 22 febbraio 2025,,,My Playlist,playlist
DAIMON - Ellipse,,,My Playlist,playlist
DAIMON - Pillow,,,My Playlist,playlist
FRANCESCO CAVALIERE - I-A-K Interplanetary-Abyssal-Kite side A,,,My Playlist,playlist
KLAUS WIESE - Shaira (The Poetess) II,,,My Playlist,playlist
MAPLE DEATH FEST - Roma, 25/26/27 gennaio 2025 - intervista a Jonathan Clancy,,,My Playlist,playlist
NOAH HOWARD GROUP - Introduction by Noah Howard / Lotus Flower,,,My Playlist,playlist
NOAH HOWARD GROUP - New York Subway,,,My Playlist,playlist
THE NOAH HOWARD QUARTET - Birds Of Beauty,,,My Playlist,playlist
PRINCE LASHA QUINTET FEATURING SONNY SIMMONS - Juanita,,,My Playlist,playlist
PRINCE LASHA QUINTET FEATURING SONNY SIMMONS - Lost Generation,,,My Playlist,playlist
ROBERTO MAGRIS EUROPLANE FOR JAZZ - Freedom Is Peace,,,My Playlist,playlist
AWEN - Mairead Nan Cuiread,,,My Playlist,playlist
AWEN - Mo Nighean Donn,,,My Playlist,playlist
CHAOS SHRINE - Malphas,,,My Playlist,playlist
CHAOS SHRINE - Scox (Laura Agnusdei rework),,,My Playlist,playlist
REINIS JAUNAIS - Saulee,,,My Playlist,playlist
ANNA FERRER - Son tus ojos dos puñales,,,My Playlist,playlist
ANNA FERRER Ella paupa com vol - da "Parenòstic" – La Castanya,,,My Playlist,playlist
THE HAPPY COUPLE Lullaby Of Broadland - da " Lullaby Of Broadland" –Dimple Discs,,,My Playlist,playlist
HUBERT KOSTKIEWICZ Guitar Solo 4 - da "Four Guitar Solos For Bemma Bar" –Pointless Geometry,,,My Playlist,playlist
HUBERT KOSTKIEWICZ Guitar Solo 1 - da "Four Guitar Solos For Bemma Bar" – Pointless Geometry,,,My Playlist,playlist
حمد [AHMED] - Oud Blues,,,My Playlist,playlist
PAT THOMAS - Step 5,,,My Playlist,playlist
ROB MAZUREK & BLACK CUBE SP - Oh Mother (Angels' Wings),,,My Playlist,playlist
WILLIAM PARKER with ROY CAMPBELL - DANIEL CARTER & ALAN SILVA, Eternal Flower,,,My Playlist,playlist
KATE TEMPEST - People's Faces,,,My Playlist,playlist
